msno,city,bd,gender,registered_via,registration_init_time,Column1,Is_Churn,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,Column2,membership_expire_date,Column3,Time on board,is_cancel,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs,Loyalty
vUrUxm9D/QCvwYr2fyWn+fHGngvzv1VYp1dq8501L2M=,5,26,male,3,20140910,9/10/2014,0,40,30,149,149,1,20170228,2/28/2017,20170403,4/3/2017,936,0,2,0,0,0,47,40,10196.282,5
BLejq34/HU83Tntd9FFi5I54ROfIqb2fxvLAxRUM4+0=,5,26,male,3,20130321,3/21/2013,0,37,30,149,149,1,20170303,3/3/2017,20170402,4/2/2017,1473,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
8V/wfs9zboCYCJmUKdgCS/EyAQMMgikmhE7ECe1vGRw=,5,26,male,3,20130417,4/17/2013,0,34,30,149,149,1,20170331,3/31/2017,20170430,4/30/2017,1474,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
/VaWFNffNcL8WAoNfjaZME3kk2V2mmEvK4JAf4iXkRA=,5,26,male,3,20130623,6/23/2013,0,31,30,149,149,1,20170228,2/28/2017,20170404,4/4/2017,1381,0,3,1,1,0,32,28,7738.338,5
g6u6L9DeGang5i1cWN/wPAqwcKb605NP8w8d/Q5gv1Q=,5,26,male,3,20161016,10/16/2016,0,36,30,180,180,1,20170324,3/24/2017,20170423,4/23/2017,189,0,22,3,3,1,47,66,12452.842,5
L5OCrsNJT0626FxoOE8SWkyOHJ422jYBh1WGpANX30w=,5,26,male,3,20131006,10/6/2013,0,39,30,149,149,1,20170228,2/28/2017,20170412,4/12/2017,1284,0,6,4,2,5,103,104,28122.349,5
dCxNl05s0ilHvy5eziIfoUdJoWn/CCctc+zHMLU43fQ=,5,26,male,3,20150502,5/2/2015,1,38,30,149,149,0,20170321,3/21/2017,20170422,4/22/2017,721,0,9,0,0,1,50,60,12742.502,4
pMWmP2oCPGq1YU9mQrJECA1B2xMEOAKQX0O+b823YVk=,5,26,male,3,20121224,12/24/2012,0,36,30,180,180,0,20170303,3/3/2017,20170402,4/2/2017,1560,0,0,0,0,0,22,17,5204.349,4
8bsEJC4RQ5jc/2aeEPNzdqXAIdZ2Zb/6HWlVo4mu/44=,5,26,male,3,20130223,2/23/2013,1,38,410,1788,1788,0,20170317,3/17/2017,20180501,5/1/2018,1893,0,0,0,0,0,187,60,46319.686,0
KyDFUmRtsiCWs5HihaS9yP33hIogkRD/jh2ELSMTXxg=,5,26,male,3,20131208,12/8/2013,0,40,30,149,149,1,20170330,3/30/2017,20170430,4/30/2017,1239,0,8,0,1,1,6,15,1888.871,5
4cAYJY3VudkTSCr84HH6IchHat0KHnaTCb6aS7/2erU=,5,26,male,3,20150906,9/6/2015,0,36,30,180,180,1,20170323,3/23/2017,20170423,4/23/2017,595,0,8,3,1,1,14,21,3723.984,5
30lmlWbiPKl1MncbwVTjrda7p8Rd/rAM96uTW6z2OuI=,5,26,male,3,20140420,4/20/2014,0,40,30,149,149,1,20170311,3/11/2017,20170410,4/10/2017,1086,0,176,11,1,3,35,215,12058.772,5
6ecuyDh+1/+PXyE0+uA0+2l9BPJ/F60d2T+4MooQ30U=,5,26,male,3,20140104,1/4/2014,0,36,30,180,180,0,20170315,3/15/2017,20170416,4/16/2017,1198,0,8,0,0,1,10,19,2440.835,4
HMtbwvK9VI8cOYoOvBTYtqp/UAHhdLj/kDVkWtg7p4E=,5,26,male,3,20120926,9/26/2012,0,39,30,149,149,1,20170228,2/28/2017,20170426,4/26/2017,1673,0,10,3,1,1,22,21,5755.293,5
OY8nHf5TLStttsuwrNQcR/wP2wvyeVpD6/eHh1SlN3E=,5,26,male,3,20161026,10/26/2016,0,36,30,180,180,1,20170307,3/7/2017,20170406,4/6/2017,162,0,5,1,0,1,17,20,4872.633,5
OX/hAHam2vuGoaBE0+l0s5jHkvZG8XjSnKouNTV7pPQ=,5,26,male,3,20130615,6/15/2013,0,40,30,149,149,1,20170315,3/15/2017,20170422,4/22/2017,1407,0,0,0,1,0,13,14,3595.57,5
n7GMRAKOCkr9dJAKsLmk7NLy8bADQISy2hYQVjltT8g=,5,26,male,3,20140823,8/23/2014,1,39,30,149,149,1,20170319,3/19/2017,20170411,4/11/2017,962,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
X6ZP7LRdUMyr6UjCPZDz8oh5nG/7K0MIsCG56IHJHnE=,5,26,male,3,20130315,3/15/2013,0,36,30,180,180,0,20170314,3/14/2017,20170413,4/13/2017,1490,0,9,0,0,3,49,50,12196.579,4
M3KQZ8WuUGkUDTMQ6j9u2+LpPJFpwsVnM4cMsYIw02I=,5,26,male,3,20160121,1/21/2016,0,36,30,180,180,0,20170331,3/31/2017,20170430,4/30/2017,465,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
QTvgQ8EuDwB/1oBsmwIwUOrfF/IPpyJrbMFA6dd47aI=,5,26,male,3,20150325,3/25/2015,1,38,195,894,894,0,20170313,3/13/2017,20170924,9/24/2017,914,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0
vL/VIOXmM1pCTnG51cfiP/lBeKjmIZq6GWmHE/1LBfs=,5,26,male,3,20130118,1/18/2013,0,29,30,180,180,1,20170303,3/3/2017,20170403,4/3/2017,1536,0,0,0,0,0,2,2,568,5
cUSQSDUiuUAHzNPN/XRpn4NULnS+oS9kX/IUmoGTm4E=,5,26,male,3,20130708,7/8/2013,0,37,30,149,149,1,20170319,3/19/2017,20170418,4/18/2017,1380,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
94HF/ILxNzwp4xfSYja4V1N2+G+ymdjRplrU/Gr1LZ8=,5,25,male,3,20121215,12/15/2012,0,39,30,149,149,1,20170228,2/28/2017,20170414,4/14/2017,1581,0,0,2,0,0,14,10,3389.464,5
ygz0BKLMnTsH/P3sOhfanPt3NAtaw4sxo2Wpbkxd0F4=,5,25,male,3,20140702,7/2/2014,0,39,30,149,149,1,20170228,2/28/2017,20170410,4/10/2017,1013,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
H6LRbETA5mJMlE9uNGvCGrSfZpbubeJ2PsHXt3kzgF4=,5,25,male,3,20150320,3/20/2015,1,36,30,180,180,1,20170214,2/14/2017,20170412,4/12/2017,754,0,2,1,0,1,11,8,2842.499,5
n+R3NCDuDlU+TXTMkTE4vIiqLdJzjxe8jzde6rryzrc=,5,25,male,3,20120611,6/11/2012,0,39,30,149,149,1,20170228,2/28/2017,20170420,4/20/2017,1774,0,0,1,0,1,48,22,11721.977,5
3zwyQHXmNOnthPvh1bWwe/mdKI6jxsSCHBcA91VzAw4=,5,25,male,3,20120901,9/1/2012,0,40,30,149,149,1,20170326,3/26/2017,20170425,4/25/2017,1697,0,0,0,0,0,9,9,2220,5
dLFV507GA37Ov+84Hw0+6R8ZzsYsbGwon2GIKzhRt8g=,5,25,male,3,20160730,7/30/2016,0,37,30,149,149,1,20170306,3/6/2017,20170405,4/5/2017,249,0,2,1,0,1,8,11,2072.944,5
vP6YoyYT7XsLV4Bdl6R1ANBOiCAgBf7oVfutQrEWqKg=,5,25,male,3,20170310,3/10/2017,1,38,7,35,35,0,20170310,3/10/2017,20170320,3/20/2017,10,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2
0jR269F7HwN5ZvYtW1DXBzaRCBdPMn47tMsieVidwbw=,5,25,male,3,20120605,6/5/2012,0,39,30,149,149,1,20170331,3/31/2017,20170520,5/20/2017,1810,0,9,1,0,1,192,81,40702.556,5
/xll0jEuwaKh79uYsVL86sF5K4ZUfouecJtCOJYse6I=,5,25,male,3,20150330,3/30/2015,0,38,30,149,149,0,20170316,3/16/2017,20170415,4/15/2017,747,0,6,0,1,1,40,41,9165.262,4
v4VBDOB+At79JNQxlZpSrpEVfcsepmEkMgwQsHFcuvI=,5,25,male,3,20140721,7/21/2014,0,31,30,149,149,1,20170331,3/31/2017,20170502,5/2/2017,1016,0,0,0,0,0,2,2,391,5
jxmCeA3v+xdmuDUcN6rYr/G9JHu59IZ3+fa16Ebw+Ks=,5,25,male,3,20160725,7/25/2016,0,29,30,180,180,1,20170305,3/5/2017,20170405,4/5/2017,254,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
Fs/QyQwwEi4/pUOJ6AXNHOe8omDwNJMeXTrwCosSjGU=,5,25,male,3,20140913,9/13/2014,0,30,30,100,100,1,20170326,3/26/2017,20170425,4/25/2017,955,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
KGqs8styJOOgr34kDvtRMMnW8NhpdYILu0IJT5F6ju0=,5,25,male,3,20150605,6/5/2015,0,40,30,149,149,1,20170313,3/13/2017,20170413,4/13/2017,678,0,5,0,0,0,10,14,2616.13,5
JOiJZErsQB3sucmDp6fUw/An2zmS9zk6wsgBCEDfg2w=,5,25,male,3,20120617,6/17/2012,0,36,30,180,180,0,20170329,3/29/2017,20170428,4/28/2017,1776,0,1,0,4,0,39,31,9226.094,4
+21b9JXUN6nd7eWV/0OHvOBbURotMxVoO6TGVqlVw4E=,5,25,male,3,20130717,7/17/2013,0,39,30,149,149,1,20170331,3/31/2017,20170511,5/11/2017,1394,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
rlfRjkPqBTuBKBjb+EMAulW5XRv64LL/q1Nu4DeuESQ=,5,25,male,3,20140729,7/29/2014,0,36,30,180,180,0,20170314,3/14/2017,20170413,4/13/2017,989,0,12,1,2,1,6,19,2218.942,4
qjWXP1svJvswGlEM+pAL78GUx8+Uh1Cfg33TA+BB/ic=,5,25,male,3,20141228,12/28/2014,0,29,30,180,180,0,20170324,3/24/2017,20170423,4/23/2017,847,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
AfGY2zm4FvDi5667wNTh22QkWbBoFH43r6vJIVARZ/E=,5,25,male,3,20150305,3/5/2015,0,37,30,149,149,1,20170326,3/26/2017,20170425,4/25/2017,782,0,1,0,0,0,3,3,1017.842,5
2XdzXBsVSNPcnZNsAcAXvLnAy1yTTFPaLEF1jLGS6VY=,5,25,male,3,20150809,8/9/2015,0,36,30,180,180,1,20170323,3/23/2017,20170422,4/22/2017,622,0,0,1,0,0,19,17,4462.192,5
4mPXoI/4y9IlSqlH2rUa14NSRjyAta0iELwl2If0Q2U=,5,25,male,3,20121111,11/11/2012,0,12,90,300,300,0,20170306,3/6/2017,20170605,6/5/2017,1667,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0
ZfA9y36MQ2GsGX1hp3m0Lg9dCUVZik66wNHl/XSv2v8=,5,25,male,3,20140705,7/5/2014,0,36,30,180,180,1,20170326,3/26/2017,20170425,4/25/2017,1025,0,14,2,1,4,16,34,5106.814,5
dD3vNdvHAADlWYWRuRd2N5sVQXUJxqeERhUvDyFEjWY=,5,25,male,3,20121002,10/2/2012,0,39,30,149,149,1,20170228,2/28/2017,20170411,4/11/2017,1652,0,2,0,0,0,30,31,6608.885,5
IK3Eud/sngg62uHdC1IsjwZiOpma9MMJLkm6G6bkvLs=,5,25,male,3,20130729,7/29/2013,0,40,30,149,149,1,20170307,3/7/2017,20170406,4/6/2017,1347,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
qjlr0nxbsa13egnClH2jYSENVGMwCHBs5EbyXF3jyRo=,5,25,male,3,20150708,7/8/2015,0,29,30,180,180,1,20170326,3/26/2017,20170426,4/26/2017,658,0,16,3,2,4,12,29,4348.866,5
2JKei/46lNkOM0NLo6HPUvTkiZRae7EW5Ne7kXwE3fU=,5,25,male,3,20130203,2/3/2013,0,40,30,149,149,1,20170226,2/26/2017,20170410,4/10/2017,1527,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
Fhib8LbM0rBMu1kptvNxifVFJICSGat7UxMe7dxCyGo=,5,25,male,3,20140111,1/11/2014,0,34,30,149,149,1,20170331,3/31/2017,20170430,4/30/2017,1205,0,6,2,0,0,11,15,2935.038,5
uHay6W+AyPnkjCrAkEIsaqamVs5ylE7igwz4rURTLY0=,5,25,male,3,20130721,7/21/2013,0,36,30,180,180,1,20170323,3/23/2017,20170422,4/22/2017,1371,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
btLC0OSab/Qbl1SU/9EeoXNGj5A2CCKXH48Mfb07tgE=,5,25,male,3,20150928,9/28/2015,0,37,30,149,149,1,20170320,3/20/2017,20170419,4/19/2017,569,0,1,0,1,0,3,3,777.538,5
TrQgErUtGjdNwJ/fVQ+6uFBp8EdB/DATJkMlsiZaR0M=,5,25,male,3,20130805,8/5/2013,0,39,30,149,149,1,20170228,2/28/2017,20170411,4/11/2017,1345,0,5,2,3,1,9,20,2777.664,5
8BAo4IyOv957et4ZmaLTccxr+QRaV5i633nvx52NEC0=,5,25,male,3,20121007,10/7/2012,0,37,30,149,149,1,20170308,3/8/2017,20170407,4/7/2017,1643,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
dsxl8gRS7KS9Ub7/KQk/HK8swGXZPw5OoxQSqkXGZm4=,5,25,male,3,20160704,7/4/2016,1,36,30,180,180,0,20170209,2/9/2017,20170410,4/10/2017,280,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
l6SahJR0qGrZOa+z0a0WQ1a4PnPvdpDIacygwOdPuM8=,5,25,male,3,20121027,10/27/2012,1,32,395,1599,1599,0,20170304,3/4/2017,20180427,4/27/2018,2008,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0
AVC9cHY50+axzTV+6LCohzzyn5TpLMlfA/W6Af0+ykM=,5,25,male,3,20120911,9/11/2012,0,36,30,180,180,0,20170308,3/8/2017,20170407,4/7/2017,1669,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
L4a9H2jj1qSsNw5F1wsVUxjB/f4ORB+94SwJEhye+JM=,5,25,male,3,20140906,9/6/2014,0,37,30,149,149,1,20170301,3/1/2017,20170331,3/31/2017,937,0,0,1,0,1,39,16,8392.677,5
I/xfPIq5mqKDJWRKRypek5SMtdtWGEEqcCjFu6RwpII=,5,25,male,3,20151022,10/22/2015,0,36,30,180,180,0,20170316,3/16/2017,20170415,4/15/2017,541,0,1,2,1,0,194,159,51439.929,4
BurPy/kJx8BcydIB+jg5tZTA1Q4Laka+cMTdvHPye1U=,5,25,male,3,20120624,6/24/2012,0,38,30,149,149,0,20170309,3/9/2017,20170408,4/8/2017,1749,0,2,2,0,0,8,11,2288.543,4
If33LRRfcy2M+6L9AtUhK4m9oYg6tMvFbGrpIzDoSZo=,5,25,male,3,20130608,6/8/2013,0,38,30,149,149,0,20170307,3/7/2017,20170406,4/6/2017,1398,0,0,1,1,0,18,12,4189.345,4
k9aQIDRAkOtgiScx5YK3OtQnVqrDekQqZOIX/bfAQGA=,5,25,male,3,20130103,1/3/2013,0,40,30,149,149,1,20170322,3/22/2017,20170421,4/21/2017,1569,0,8,5,2,1,66,72,15734.206,5
iDdTz3MOaZBMEXLBJS/CAO+srqImEPO3ZDfSGou+zoA=,5,25,male,3,20120703,7/3/2012,0,39,30,149,149,1,20170228,2/28/2017,20170413,4/13/2017,1745,0,4,0,0,2,21,12,5873.13,5
GoFqfZ69LghlYyv7sBZmzcuXPkLIUVOKGxWd6O4CCVU=,5,25,male,3,20120704,7/4/2012,0,40,30,149,149,1,20170317,3/17/2017,20170417,4/17/2017,1748,1,4,1,1,1,39,18,10533.555,5
uok9Hd+tF9IMBtwafgV1VvbqXfHnZ6h1UqpCn+RKy0M=,5,25,male,3,20140205,2/5/2014,0,36,30,180,180,1,20170311,3/11/2017,20170310,3/10/2017,1129,1,3,3,3,1,26,15,7754.681,5
IiQLkK1e2LUQoyqWF4bC3dm10T5gleo7BopWNZxicCc=,5,25,male,3,20130107,1/7/2013,0,40,30,149,149,1,20170328,3/28/2017,20170427,4/27/2017,1571,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
zncpa76sfeBp2u5T/ljAfkn7alln1Rggzv6G+ahbQog=,5,25,male,3,20120409,4/9/2012,0,37,30,149,149,1,20170317,3/17/2017,20170417,4/17/2017,1834,0,1,0,0,0,34,14,7649.086,5
PIry1Zb7xPbrXgj1qAIbQpHozcm5zla46LOifzMex68=,5,25,male,3,20120821,8/21/2012,0,36,30,180,180,1,20170314,3/14/2017,20170413,4/13/2017,1696,0,2,0,0,0,65,35,16686.053,5
B09fIdL5yV04Klrq0z4qz0vrpSOvajsSHtts++I0n/M=,5,25,male,3,20160121,1/21/2016,1,30,30,149,149,1,20170304,3/4/2017,20170403,4/3/2017,438,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
HzJMSlfmemNeVLyVn06EVHd6p53aFnQFUQe/PXAQMxk=,5,25,male,3,20160928,9/28/2016,0,39,30,149,149,1,20170228,2/28/2017,20170402,4/2/2017,186,0,6,1,0,1,4,9,1223.417,5
cf9KSNoMqn4u10sVrX3GkpKPSjieEyP48k0+f/mW/Og=,5,25,male,3,20121217,12/17/2012,0,36,30,180,180,1,20170307,3/7/2017,20170406,4/6/2017,1571,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
pEk6oIkPdQo+hJG0y48rPjaqf4IabBqurhztHmTuEUw=,5,25,male,3,20130206,2/6/2013,0,36,30,180,180,1,20170305,3/5/2017,20170404,4/4/2017,1518,0,9,0,0,2,19,30,4949.505,5
CNk06EKt66gkjjh0zsiQuHIedbN/1v23N4EpDiUTwAM=,5,25,male,3,20131126,11/26/2013,0,39,30,149,149,1,20170228,2/28/2017,20170416,4/16/2017,1237,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
Bwr6HfHzFUuP6T+XQjKgIo3CO4POWn4i8gnj0aXppVk=,5,25,male,3,20140725,7/25/2014,0,39,30,149,149,1,20170331,3/31/2017,20170506,5/6/2017,1016,0,0,0,0,0,7,5,1578.917,5
v+Xfr2j+n4neNNvPCnLu/hjDJi8DSqO4+A4MUsWgZe0=,5,25,male,3,20130518,5/18/2013,0,40,30,149,149,1,20170320,3/20/2017,20170419,4/19/2017,1432,0,5,0,0,1,22,24,5760.736,5
obtSNW4O1z2QBGyPjdJB02/gDqO/tVBa1yI2NWZNHzQ=,5,25,male,3,20130829,8/29/2013,0,38,30,149,149,0,20170320,3/20/2017,20170419,4/19/2017,1329,0,1,1,2,0,3,6,1068.88,4
IbqvEfLCU0UUxuYiWjCGPz/pixs5JCg5TM7Z8lSo8+I=,5,25,male,3,20140206,2/6/2014,0,37,30,149,149,1,20170303,3/3/2017,20170402,4/2/2017,1151,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
uC5djeXJmL0lImMLwMKKcpB2pQ2FIQNVsoy1zJFGSOM=,5,25,male,3,20140320,3/20/2014,0,36,30,180,180,1,20170312,3/12/2017,20170411,4/11/2017,1118,0,2,0,0,1,41,41,11089.596,5
fuvNrNWsAS9gLpxQFY6fhEzIZJYSeBqnb7L8Kl6amyg=,5,25,male,3,20150911,9/11/2015,0,29,30,180,180,1,20170329,3/29/2017,20170429,4/29/2017,596,0,2,0,1,0,10,10,2851.602,5
Y5n5x3DE2LMyIUDu3ayZxrOtuSMMtFmbgxsNqultpD0=,5,25,male,3,20130118,1/18/2013,0,39,30,149,149,1,20170331,3/31/2017,20170502,5/2/2017,1565,0,0,0,0,0,11,2,2777.232,5
A74USdin8Jp1Wgd6GCtGjOCGQGfHfTBqfEWt5dcyS7s=,5,25,male,3,20130907,9/7/2013,1,40,30,149,0,1,20170303,3/3/2017,20170402,4/2/2017,1303,0,1,0,0,1,8,10,2246.857,2
w8X9x0a6s6krYiO5jlEMxisHRzNvT39qUxtsYQ6ILVw=,5,25,male,3,20130220,2/20/2013,0,39,30,149,149,1,20170228,2/28/2017,20170420,4/20/2017,1520,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
ntVVC/mzGVGlgot0s7Zpjcgek9ooEFlxfb7B1n3zzJ8=,5,25,male,3,20150923,9/23/2015,0,29,30,180,180,1,20170311,3/11/2017,20170411,4/11/2017,566,0,1,0,0,0,9,10,2511.224,5
TVpxi7yRJGV9NITCBYDro79++KWchfhpo+icLbFLSas=,5,25,male,3,20130429,4/29/2013,0,39,30,149,149,1,20170331,3/31/2017,20170525,5/25/2017,1487,0,0,1,0,0,5,6,1231.387,5
Q+dBGpaT3/k9rAxc6kAMaO8ZwTu73K2vXjbKhJqeEZs=,5,25,male,3,20130527,5/27/2013,0,36,30,180,180,0,20170324,3/24/2017,20170423,4/23/2017,1427,0,7,5,3,4,24,31,7608.231,4
t3dOW6VLtFkz/eHwuyujl58uqFdBdiw3TkeKghKggJU=,5,25,male,3,20140421,4/21/2014,0,30,30,100,100,1,20170320,3/20/2017,20170503,5/3/2017,1108,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
Wb/W9hgTiN5lvn54hhFm7Rl3c4O8KNBjb9sgHHWhTX0=,5,25,male,3,20140108,1/8/2014,0,39,30,149,149,1,20170331,3/31/2017,20170516,5/16/2017,1224,0,2,0,0,0,18,13,5002.973,5
o7F4dTDofniUvIp1MX62adsRCuriTNu0DmGjQBXC4YI=,5,25,male,3,20121215,12/15/2012,0,37,30,149,149,1,20170328,3/28/2017,20170427,4/27/2017,1594,0,2,0,0,0,10,11,2446.32,5
vISyjYcjeLwKi2muXYpuBVfiTwTfteMCayFMQuiTCrQ=,5,25,male,3,20130326,3/26/2013,0,37,30,149,149,1,20170301,3/1/2017,20170403,4/3/2017,1469,0,2,1,0,2,15,17,4027.511,5
KIPqPQjHWWoRFCFc8o5W6XSvW4VggL3tVJCgXTjADZI=,5,25,male,3,20150715,7/15/2015,1,36,30,180,180,1,20170316,3/16/2017,20170315,3/15/2017,609,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
NICFF9P1AnD33IU2PD9okacsnKKMfhvk6F3Vmpz+H54=,5,25,male,3,20130208,2/8/2013,1,39,30,149,149,1,20170331,3/31/2017,20170617,6/17/2017,1590,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
GHpHcOgcloRSzjv+YogjnBq5daVOfkQu6iY3bVXqJaU=,5,25,male,3,20161202,12/2/2016,0,38,30,149,149,0,20170304,3/4/2017,20170405,4/5/2017,124,0,0,0,0,1,13,12,3743.921,4
4iTlP30p39aTXEE1/DLkuoKHBtYvblXmUSBUO9umGa4=,5,25,male,3,20130221,2/21/2013,0,36,30,180,180,1,20170307,3/7/2017,20170406,4/6/2017,1505,0,4,0,1,0,5,9,1126.606,5
4rdiA/hN6xChXNs+/6tuAfj7NUziMHvzKBMaia3J43Q=,5,25,male,3,20121229,12/29/2012,0,36,30,180,180,1,20170323,3/23/2017,20170422,4/22/2017,1575,0,41,12,1,3,35,74,11163.32,5
UxAQ0TtLrAoaIJcB2RmQ67206PjDXve8ipDeLYUFsv8=,5,25,male,3,20130306,3/6/2013,0,37,30,149,149,1,20170315,3/15/2017,20170414,4/14/2017,1500,0,0,1,0,0,0,1,88.004,5
dSL34GuVSA1orePNPENr2rbbI5QmWuf3wuKXm3u4ut8=,5,25,male,3,20130210,2/10/2013,0,39,30,149,149,1,20170331,3/31/2017,20170503,5/3/2017,1543,0,8,3,0,1,68,75,16901.823,5
ChsNgHmQeWZtayP1PL8mSQ0pnqS9xWRFbzhYfMj6yQg=,5,25,male,3,20120716,7/16/2012,0,39,30,149,149,1,20170331,3/31/2017,20170517,5/17/2017,1766,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
IdGAaua/7kmcUbBZnome6TvIT/WtYagkRr/fdVj/1kQ=,5,25,male,3,20150723,7/23/2015,0,39,30,149,149,1,20170331,3/31/2017,20170514,5/14/2017,661,0,2,0,0,1,262,141,57722.557,5
uylhWqwlr0LbgH2JkPvcYYjajpqVrYNNFdjbTQ0VyPM=,5,25,male,3,20151123,11/23/2015,0,33,30,149,149,1,20170331,3/31/2017,20170502,5/2/2017,526,0,4,2,0,0,17,5,4367.43,5
c4F658Xo3zZGDV1XrbB+IaOAWUpbxBvdR28cean5Jbs=,5,25,male,3,20160417,4/17/2016,0,36,30,180,180,1,20170325,3/25/2017,20170424,4/24/2017,372,0,0,1,1,0,2,4,654.001,5
p7VeJIa4+1RNlZuT/tZ4Zbt4uKLLdrwss1iMhuyjd/g=,5,25,male,3,20130109,1/9/2013,0,39,30,149,149,1,20170228,2/28/2017,20170406,4/6/2017,1548,0,26,6,6,4,158,118,41210.633,5
tnBf+t14y3vlNshUe1XQbIWYtTBMBYmVXIMWdNVRv/o=,5,25,male,3,20150704,7/4/2015,1,36,30,180,180,0,20170301,3/1/2017,20170401,4/1/2017,637,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
bbYsuHQyLuKBtOGksOKE1FNhJV986Fh4GfVEY8KZK3Q=,5,25,male,3,20120629,6/29/2012,0,33,30,149,149,1,20170331,3/31/2017,20170503,5/3/2017,1769,0,21,2,4,3,37,44,10549.65,5
BJUnru2962rK2OZC4OjGKAVSHH/C69nQa89tSDldCvA=,5,25,male,3,20150122,1/22/2015,0,29,30,180,180,0,20170330,3/30/2017,20170429,4/29/2017,828,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
vqEmrnGnkOD365qHveUC4SiFMBMDXBoltULq/c8/2WE=,5,25,male,3,20130301,3/1/2013,0,39,30,149,149,1,20170228,2/28/2017,20170411,4/11/2017,1502,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
YO0MSjbenviozSq+lKM194xS+H/j5ku5HTZzMNsqBBI=,5,25,male,3,20120426,4/26/2012,0,38,30,149,149,0,20170324,3/24/2017,20170423,4/23/2017,1823,0,28,8,5,2,27,54,7902.178,4
0+sapO0cC7VUzs7Rqa++VjQBjFW1B/QerckaLlHD6V0=,5,25,male,3,20111222,12/22/2011,0,38,30,149,149,0,20170314,3/14/2017,20170413,4/13/2017,1939,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
tABvFYFwK9znhdB4SFwSWIMGCAvgehHRBvSZ+6BCKio=,5,25,male,3,20150107,1/7/2015,0,38,30,149,149,0,20170309,3/9/2017,20170408,4/8/2017,822,0,1,0,0,0,6,7,1422.636,4
oc5YHWR86zcBd+vC7SPEx5+FHOmnvm6OdgVa99xgXD0=,5,25,male,3,20120604,6/4/2012,0,29,30,180,180,1,20170315,3/15/2017,20170415,4/15/2017,1776,0,6,4,0,0,94,84,23455.791,5
2hpiFixvMBZkQP9FHSzBhw51gSLmyI1XJKY8uxddzRs=,5,25,male,3,20150814,8/14/2015,0,39,30,149,149,1,20170331,3/31/2017,20170504,5/4/2017,629,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
DVs61tmVYkTiQGXPJsPbWe8OVd0fA+DstlWmrg4ieKY=,5,25,male,3,20130319,3/19/2013,0,40,30,149,149,1,20170326,3/26/2017,20170426,4/26/2017,1499,0,1,1,0,1,20,23,5530.909,5
alHBDPtxDuZdJo+8SKBtsAr01rwVrjaLugiMUbrl9p0=,5,25,male,3,20150903,9/3/2015,0,38,30,149,149,0,20170315,3/15/2017,20170414,4/14/2017,589,0,2,1,0,0,24,27,5933.15,4
